layout,target_name,sensor_id,weight,Fx,Fy,Fz,Tx,Ty,Tz,contact_x_m,contact_y_m,contact_z_m,est_x_m,est_y_m,est_z_m,error_mm
inset_110,Target_108,1,0.8561917770162369,0.0,0.0,-8.561917770162369,-0.0,0.42809588850811847,0.0,-0.06,-0.11,0.0,-0.059999999999999984,-0.11000000000000004,0.0,4.3885418357208765e-14
inset_110,Target_108,2,0.07406503261386135,0.0,0.0,-0.7406503261386135,-0.0,-0.12591055544356428,-0.0,-0.06,-0.11,0.0,-0.059999999999999984,-0.11000000000000004,0.0,4.3885418357208765e-14
inset_110,Target_108,3,0.027690549062620858,0.0,0.0,-0.27690549062620856,0.06091920793776588,-0.04707393340645545,0.0,-0.06,-0.11,0.0,-0.059999999999999984,-0.11000000000000004,0.0,4.3885418357208765e-14
inset_110,Target_108,4,0.04205264130728079,0.0,0.0,-0.4205264130728079,0.09251581087601775,0.021026320653640396,0.0,-0.06,-0.11,0.0,-0.059999999999999984,-0.11000000000000004,0.0,4.3885418357208765e-14
inset_110,Target_109,1,0.908112874622924,0.0,0.0,-9.08112874622924,-0.0,0.36324514984916956,0.0,-0.07,-0.11,0.0,-0.07,-0.11000000000000004,0.0,4.163336342344337e-14
inset_110,Target_109,2,0.044845080228292526,0.0,0.0,-0.4484508022829253,-0.0,-0.08072114441092655,-0.0,-0.07,-0.11,0.0,-0.07,-0.11000000000000004,0.0,4.163336342344337e-14
inset_110,Target_109,3,0.017982433160849978,0.0,0.0,-0.17982433160849978,0.03956135295386995,-0.03236837968952996,0.0,-0.07,-0.11,0.0,-0.07,-0.11000000000000004,0.0,4.163336342344337e-14
inset_110,Target_109,4,0.029059611987933557,0.0,0.0,-0.2905961198793356,0.06393114637345383,0.011623844795173421,0.0,-0.07,-0.11,0.0,-0.07,-0.11000000000000004,0.0,4.163336342344337e-14
inset_110,Target_110,1,0.9489131595511592,0.0,0.0,-9.489131595511592,-0.0,0.2846739478653478,0.0,-0.08,-0.11,0.0,-0.08000000000000002,-0.11000000000000001,0.0,1.962615573354719e-14
inset_110,Target_110,2,0.02365711478105383,0.0,0.0,-0.23657114781053828,-0.0,-0.04494851808400228,-0.0,-0.08,-0.11,0.0,-0.08000000000000002,-0.11000000000000001,0.0,1.962615573354719e-14
inset_110,Target_110,3,0.010106767379834833,0.0,0.0,-0.10106767379834833,0.022234888235636633,-0.019202858021686184,0.0,-0.08,-0.11,0.0,-0.08000000000000002,-0.11000000000000001,0.0,1.962615573354719e-14
inset_110,Target_110,4,0.017322958287952196,0.0,0.0,-0.17322958287952195,0.03811050823349483,0.005196887486385658,0.0,-0.08,-0.11,0.0,-0.08000000000000002,-0.11000000000000001,0.0,1.962615573354719e-14
inset_110,Target_111,1,0.9777831933858018,0.0,0.0,-9.777831933858018,-0.0,0.1955566386771604,0.0,-0.09,-0.11,0.0,-0.08999999999999998,-0.11000000000000003,0.0,3.1031676915590914e-14
inset_110,Target_111,2,0.009777831933858021,0.0,0.0,-0.09777831933858021,-0.0,-0.019555663867716042,-0.0,-0.09,-0.11,0.0,-0.08999999999999998,-0.11000000000000003,0.0,3.1031676915590914e-14
inset_110,Target_111,3,0.004424358341112227,0.0,0.0,-0.044243583411122264,0.009733588350446899,-0.008848716682224454,0.0,-0.09,-0.11,0.0,-0.08999999999999998,-0.11000000000000003,0.0,3.1031676915590914e-14
inset_110,Target_111,4,0.008014616339227888,0.0,0.0,-0.08014616339227887,0.01763215594630135,0.0016029232678455778,0.0,-0.09,-0.11,0.0,-0.08999999999999998,-0.11000000000000003,0.0,3.1031676915590914e-14
inset_110,Target_112,1,0.9946186056430603,0.0,0.0,-9.946186056430603,-0.0,0.09946186056430598,0.0,-0.1,-0.11,0.0,-0.10000000000000003,-0.10999999999999997,0.0,3.925231146709438e-14
inset_110,Target_112,2,0.0022553709878527415,0.0,0.0,-0.022553709878527416,-0.0,-0.004736279074490758,-0.0,-0.1,-0.11,0.0,-0.10000000000000003,-0.10999999999999997,0.0,3.925231146709438e-14
inset_110,Target_112,3,0.001075263357451956,0.0,0.0,-0.01075263357451956,0.0023655793863943033,-0.0022580530506491076,0.0,-0.1,-0.11,0.0,-0.10000000000000003,-0.10999999999999997,0.0,3.925231146709438e-14
inset_110,Target_112,4,0.0020507600116351733,0.0,0.0,-0.020507600116351735,0.004511672025597381,0.00020507600116351725,0.0,-0.1,-0.11,0.0,-0.10000000000000003,-0.10999999999999997,0.0,3.925231146709438e-14
inset_110,Target_113,1,0.9999999999483472,0.0,0.0,-9.999999999483473,-0.0,0.0,0.0,-0.11,-0.11,0.0,-0.11,-0.11,0.0,0.0
